dataset,instance,method,cost,lb,gap,time_s
Lee_random,R081606_0570_001.txt,OriginalModel,66863.9,63535.5,5.24,6.64
Lee_random,R081606_0570_001.txt,ZeroShot,65756.6,63535.5,3.5,6.568
Lee_random,R081606_0570_001.txt,Lin2015,75358.7,63535.5,18.61,4.663
Lee_random,R081606_0570_001.txt,Kim2016,91839.2,63535.5,44.55,3.93
Lee_random,R081606_0570_001.txt,Leveling,73892.7,63535.5,16.3,8.291
Lee_random,R081606_0570_001.txt,Durasevic2025,93012.0,63535.5,46.39,5.395
Lee_random,R081606_0570_001.txt,NearestStack,119284.5,63535.5,87.74,1.844
Lee_random,R081606_0570_001.txt,LowestHeight,114703.2,63535.5,80.53,1.566
Lee_random,R081606_0570_002.txt,OriginalModel,67141.5,63783.9,5.26,7.561
Lee_random,R081606_0570_002.txt,ZeroShot,66574.2,63783.9,4.37,8.836
Lee_random,R081606_0570_002.txt,Lin2015,78655.2,63783.9,23.32,11.976
Lee_random,R081606_0570_002.txt,Kim2016,92997.7,63783.9,45.8,8.182
Lee_random,R081606_0570_002.txt,Leveling,74137.5,63783.9,16.23,9.429
Lee_random,R081606_0570_002.txt,Durasevic2025,93757.4,63783.9,46.99,8.821
Lee_random,R081606_0570_002.txt,NearestStack,111112.1,63783.9,74.2,4.553
Lee_random,R081606_0570_002.txt,LowestHeight,118739.6,63783.9,86.16,3.655
Lee_random,R081606_0570_003.txt,OriginalModel,69097.9,64565.3,7.02,12.97
Lee_random,R081606_0570_003.txt,ZeroShot,68118.0,64565.3,5.5,13.142
Lee_random,R081606_0570_003.txt,Lin2015,80794.1,64565.3,25.14,9.277
Lee_random,R081606_0570_003.txt,Kim2016,95903.7,64565.3,48.54,2.502
Lee_random,R081606_0570_003.txt,Leveling,76198.1,64565.3,18.02,7.94
Lee_random,R081606_0570_003.txt,Durasevic2025,95768.6,64565.3,48.33,4.69
Lee_random,R081606_0570_003.txt,NearestStack,121670.5,64565.3,88.45,1.633
Lee_random,R081606_0570_003.txt,LowestHeight,118440.0,64565.3,83.44,1.384
Lee_random,R081606_0570_004.txt,OriginalModel,67877.1,63768.9,6.44,6.286
Lee_random,R081606_0570_004.txt,ZeroShot,67017.5,63768.9,5.09,7.295
Lee_random,R081606_0570_004.txt,Lin2015,80240.3,63768.9,25.83,4.609
Lee_random,R081606_0570_004.txt,Kim2016,94001.3,63768.9,47.41,5.353
Lee_random,R081606_0570_004.txt,Leveling,75298.5,63768.9,18.08,9.531
Lee_random,R081606_0570_004.txt,Durasevic2025,93232.9,63768.9,46.2,5.588
Lee_random,R081606_0570_004.txt,NearestStack,120064.5,63768.9,88.28,1.784
Lee_random,R081606_0570_004.txt,LowestHeight,116759.3,63768.9,83.1,1.509
Lee_random,R081606_0570_005.txt,OriginalModel,68292.9,64902.9,5.22,8.676
Lee_random,R081606_0570_005.txt,ZeroShot,67575.0,64902.9,4.12,7.886
Lee_random,R081606_0570_005.txt,Lin2015,80889.4,64902.9,24.63,5.026
Lee_random,R081606_0570_005.txt,Kim2016,94473.8,64902.9,45.56,4.227
Lee_random,R081606_0570_005.txt,Leveling,76710.9,64902.9,18.19,8.823
Lee_random,R081606_0570_005.txt,Durasevic2025,93488.6,64902.9,44.04,5.925
Lee_random,R081606_0570_005.txt,NearestStack,117043.2,64902.9,80.34,1.68
Lee_random,R081606_0570_005.txt,LowestHeight,121086.5,64902.9,86.57,1.456
Lee_random,R101606_0720_001.txt,OriginalModel,88997.0,83976.4,5.98,10.464
Lee_random,R101606_0720_001.txt,ZeroShot,88172.8,83976.4,5.0,12.0
Lee_random,R101606_0720_001.txt,Lin2015,100904.4,83976.4,20.16,15.313
Lee_random,R101606_0720_001.txt,Kim2016,122728.9,83976.4,46.15,13.249
Lee_random,R101606_0720_001.txt,Leveling,98281.7,83976.4,17.03,29.667
Lee_random,R101606_0720_001.txt,Durasevic2025,121562.7,83976.4,44.76,16.569
Lee_random,R101606_0720_001.txt,NearestStack,156025.9,83976.4,85.8,5.296
Lee_random,R101606_0720_001.txt,LowestHeight,158415.0,83976.4,88.64,15.821
Lee_random,R101606_0720_002.txt,OriginalModel,86703.8,82196.0,5.48,22.142
Lee_random,R101606_0720_002.txt,ZeroShot,86091.5,82196.0,4.74,22.154
Lee_random,R101606_0720_002.txt,Lin2015,100752.4,82196.0,22.58,26.183
Lee_random,R101606_0720_002.txt,Kim2016,122150.2,82196.0,48.61,7.71
Lee_random,R101606_0720_002.txt,Leveling,94256.0,82196.0,14.67,9.925
Lee_random,R101606_0720_002.txt,Durasevic2025,116789.3,82196.0,42.09,6.402
Lee_random,R101606_0720_002.txt,NearestStack,152446.2,82196.0,85.47,1.895
Lee_random,R101606_0720_002.txt,LowestHeight,151552.2,82196.0,84.38,1.825
Lee_random,R101606_0720_003.txt,OriginalModel,87886.1,82932.9,5.97,8.415
Lee_random,R101606_0720_003.txt,ZeroShot,87036.6,82932.9,4.95,9.125
Lee_random,R101606_0720_003.txt,Lin2015,100281.1,82932.9,20.92,7.37
Lee_random,R101606_0720_003.txt,Kim2016,124686.0,82932.9,50.35,9.377
Lee_random,R101606_0720_003.txt,Leveling,96195.2,82932.9,15.99,17.94
Lee_random,R101606_0720_003.txt,Durasevic2025,119307.9,82932.9,43.86,7.279
Lee_random,R101606_0720_003.txt,NearestStack,151113.9,82932.9,82.21,1.997
Lee_random,R101606_0720_003.txt,LowestHeight,152793.9,82932.9,84.24,1.981
Lee_random,R101606_0720_004.txt,OriginalModel,87881.2,83099.2,5.75,7.527
Lee_random,R101606_0720_004.txt,ZeroShot,87146.4,83099.2,4.87,8.497
Lee_random,R101606_0720_004.txt,Lin2015,102336.2,83099.2,23.15,6.531
Lee_random,R101606_0720_004.txt,Kim2016,120981.5,83099.2,45.59,5.852
Lee_random,R101606_0720_004.txt,Leveling,96397.6,83099.2,16.0,11.509
Lee_random,R101606_0720_004.txt,Durasevic2025,118656.8,83099.2,42.79,7.536
Lee_random,R101606_0720_004.txt,NearestStack,147081.9,83099.2,77.0,2.231
Lee_random,R101606_0720_004.txt,LowestHeight,152810.6,83099.2,83.89,2.185
Lee_random,R101606_0720_005.txt,OriginalModel,87371.3,82410.5,6.02,10.137
Lee_random,R101606_0720_005.txt,ZeroShot,86405.0,82410.5,4.85,10.537
Lee_random,R101606_0720_005.txt,Lin2015,99954.3,82410.5,21.29,13.539
Lee_random,R101606_0720_005.txt,Kim2016,119570.3,82410.5,45.09,15.543
Lee_random,R101606_0720_005.txt,Leveling,97141.7,82410.5,17.88,37.596
Lee_random,R101606_0720_005.txt,Durasevic2025,117598.4,82410.5,42.7,17.005
Lee_random,R101606_0720_005.txt,NearestStack,156431.0,82410.5,89.82,7.216
Lee_random,R101606_0720_005.txt,LowestHeight,152314.9,82410.5,84.82,4.327
Lee_random,U011606_0070_001.txt,OriginalModel,4807.2,4520.4,6.34,0.888
Lee_random,U011606_0070_001.txt,ZeroShot,4713.6,4520.4,4.27,0.874
Lee_random,U011606_0070_001.txt,Lin2015,4771.2,4520.4,5.55,0.388
Lee_random,U011606_0070_001.txt,Kim2016,5120.4,4520.4,13.27,0.374
Lee_random,U011606_0070_001.txt,Leveling,5413.2,4520.4,19.75,0.5
Lee_random,U011606_0070_001.txt,Durasevic2025,5203.2,4520.4,15.1,0.474
Lee_random,U011606_0070_001.txt,NearestStack,5775.6,4520.4,27.77,0.305
Lee_random,U011606_0070_001.txt,LowestHeight,5715.6,4520.4,26.44,0.274
Lee_random,U011606_0070_002.txt,OriginalModel,4909.2,4544.4,8.03,0.878
Lee_random,U011606_0070_002.txt,ZeroShot,4848.0,4544.4,6.68,0.89
Lee_random,U011606_0070_002.txt,Lin2015,4928.4,4544.4,8.45,0.417
Lee_random,U011606_0070_002.txt,Kim2016,5300.4,4544.4,16.64,0.381
Lee_random,U011606_0070_002.txt,Leveling,5886.0,4544.4,29.52,0.547
Lee_random,U011606_0070_002.txt,Durasevic2025,5311.2,4544.4,16.87,0.5
Lee_random,U011606_0070_002.txt,NearestStack,6716.4,4544.4,47.8,0.397
Lee_random,U011606_0070_002.txt,LowestHeight,5922.0,4544.4,30.31,0.264
Lee_random,U011608_0090_001.txt,OriginalModel,6835.2,6146.4,11.21,1.567
Lee_random,U011608_0090_001.txt,ZeroShot,6802.8,6146.4,10.68,1.603
Lee_random,U011608_0090_001.txt,Lin2015,7021.2,6146.4,14.23,0.657
Lee_random,U011608_0090_001.txt,Kim2016,7291.2,6146.4,18.63,0.64
Lee_random,U011608_0090_001.txt,Leveling,8703.6,6146.4,41.6,0.93
Lee_random,U011608_0090_001.txt,Durasevic2025,7392.0,6146.4,20.27,0.766
Lee_random,U011608_0090_001.txt,NearestStack,8863.2,6146.4,44.2,0.506
Lee_random,U011608_0090_001.txt,LowestHeight,8428.8,6146.4,37.13,0.416
Lee_random,U011608_0090_002.txt,OriginalModel,6796.8,6094.8,11.52,1.467
Lee_random,U011608_0090_002.txt,ZeroShot,6666.0,6094.8,9.37,1.503
Lee_random,U011608_0090_002.txt,Lin2015,6686.4,6094.8,9.71,0.595
Lee_random,U011608_0090_002.txt,Kim2016,7490.4,6094.8,22.9,0.605
Lee_random,U011608_0090_002.txt,Leveling,8378.4,6094.8,37.47,0.839
Lee_random,U011608_0090_002.txt,Durasevic2025,7356.0,6094.8,20.69,0.72
Lee_random,U011608_0090_002.txt,NearestStack,8796.0,6094.8,44.32,0.516
Lee_random,U011608_0090_002.txt,LowestHeight,8850.0,6094.8,45.21,0.431
Lee_random,U021606_0140_001.txt,OriginalModel,13067.1,12373.5,5.61,2.043
Lee_random,U021606_0140_001.txt,ZeroShot,12935.4,12373.5,4.54,2.064
Lee_random,U021606_0140_001.txt,Lin2015,13979.7,12373.5,12.98,1.021
Lee_random,U021606_0140_001.txt,Kim2016,16432.8,12373.5,32.81,0.99
Lee_random,U021606_0140_001.txt,Leveling,14568.3,12373.5,17.74,1.503
Lee_random,U021606_0140_001.txt,Durasevic2025,18752.4,12373.5,51.55,1.208
Lee_random,U021606_0140_001.txt,NearestStack,18510.6,12373.5,49.6,0.691
Lee_random,U021606_0140_001.txt,LowestHeight,18057.0,12373.5,45.93,0.573
Lee_random,U021606_0140_002.txt,OriginalModel,12594.3,11612.7,8.45,1.943
Lee_random,U021606_0140_002.txt,ZeroShot,12429.9,11612.7,7.04,1.879
Lee_random,U021606_0140_002.txt,Lin2015,13254.3,11612.7,14.14,0.944
Lee_random,U021606_0140_002.txt,Kim2016,15929.1,11612.7,37.17,0.906
Lee_random,U021606_0140_002.txt,Leveling,14095.5,11612.7,21.38,1.456
Lee_random,U021606_0140_002.txt,Durasevic2025,17235.3,11612.7,48.42,1.083
Lee_random,U021606_0140_002.txt,NearestStack,18361.5,11612.7,58.12,0.663
Lee_random,U021606_0140_002.txt,LowestHeight,18326.7,11612.7,57.82,0.566
Lee_random,U021608_0190_001.txt,OriginalModel,19479.0,17308.2,12.54,4.014
Lee_random,U021608_0190_001.txt,ZeroShot,19457.4,17308.2,12.42,3.908
Lee_random,U021608_0190_001.txt,Lin2015,22635.6,17308.2,30.78,1.902
Lee_random,U021608_0190_001.txt,Kim2016,25551.6,17308.2,47.63,1.6
Lee_random,U021608_0190_001.txt,Leveling,23907.0,17308.2,38.13,3.294
Lee_random,U021608_0190_001.txt,Durasevic2025,31005.6,17308.2,79.14,2.112
Lee_random,U021608_0190_001.txt,NearestStack,31995.6,17308.2,84.86,1.362
Lee_random,U021608_0190_001.txt,LowestHeight,32527.8,17308.2,87.93,1.069
Lee_random,U021608_0190_002.txt,OriginalModel,18581.7,17039.7,9.05,3.85
Lee_random,U021608_0190_002.txt,ZeroShot,18422.4,17039.7,8.11,3.757
Lee_random,U021608_0190_002.txt,Lin2015,21057.3,17039.7,23.58,1.875
Lee_random,U021608_0190_002.txt,Kim2016,26129.7,17039.7,53.35,1.735
Lee_random,U021608_0190_002.txt,Leveling,23033.7,17039.7,35.18,3.116
Lee_random,U021608_0190_002.txt,Durasevic2025,30299.1,17039.7,77.81,2.157
Lee_random,U021608_0190_002.txt,NearestStack,35345.1,17039.7,107.43,1.565
Lee_random,U021608_0190_002.txt,LowestHeight,36508.5,17039.7,114.26,1.13
Lee_random,U041606_0280_001.txt,OriginalModel,31252.0,29393.2,6.32,5.709
Lee_random,U041606_0280_001.txt,ZeroShot,31061.0,29393.2,5.67,8.125
Lee_random,U041606_0280_001.txt,Lin2015,36750.4,29393.2,25.03,3.648
Lee_random,U041606_0280_001.txt,Kim2016,42148.1,29393.2,43.39,3.195
Lee_random,U041606_0280_001.txt,Leveling,35509.6,29393.2,20.81,6.358
Lee_random,U041606_0280_001.txt,Durasevic2025,45877.1,29393.2,56.08,5.068
Lee_random,U041606_0280_001.txt,NearestStack,49318.2,29393.2,67.79,1.555
Lee_random,U041606_0280_001.txt,LowestHeight,52331.9,29393.2,78.04,1.89
Lee_random,U041606_0280_002.txt,OriginalModel,29469.1,28005.7,5.23,5.655
Lee_random,U041606_0280_002.txt,ZeroShot,29126.1,28005.7,4.0,8.088
Lee_random,U041606_0280_002.txt,Lin2015,35853.4,28005.7,28.02,5.765
Lee_random,U041606_0280_002.txt,Kim2016,39589.2,28005.7,41.36,2.785
Lee_random,U041606_0280_002.txt,Leveling,33200.5,28005.7,18.55,6.524
Lee_random,U041606_0280_002.txt,Durasevic2025,42355.4,28005.7,51.24,3.54
Lee_random,U041606_0280_002.txt,NearestStack,49075.7,28005.7,75.23,1.557
Lee_random,U041606_0280_002.txt,LowestHeight,48019.7,28005.7,71.46,1.313
Lee_random,U041608_0380_001.txt,OriginalModel,43565.0,39623.0,9.95,7.027
Lee_random,U041608_0380_001.txt,ZeroShot,43001.1,39623.0,8.53,5.249
Lee_random,U041608_0380_001.txt,Lin2015,51537.4,39623.0,30.07,2.414
Lee_random,U041608_0380_001.txt,Kim2016,62129.6,39623.0,56.8,2.549
Lee_random,U041608_0380_001.txt,Leveling,52731.8,39623.0,33.08,4.786
Lee_random,U041608_0380_001.txt,Durasevic2025,62655.1,39623.0,58.13,5.155
Lee_random,U041608_0380_001.txt,NearestStack,78914.1,39623.0,99.16,2.704
Lee_random,U041608_0380_001.txt,LowestHeight,81440.7,39623.0,105.54,2.206
Lee_random,U041608_0380_002.txt,OriginalModel,43713.8,39272.6,11.31,14.132
Lee_random,U041608_0380_002.txt,ZeroShot,43747.7,39272.6,11.39,9.445
Lee_random,U041608_0380_002.txt,Lin2015,53712.1,39272.6,36.77,8.417
Lee_random,U041608_0380_002.txt,Kim2016,63297.4,39272.6,61.17,5.342
Lee_random,U041608_0380_002.txt,Leveling,52779.8,39272.6,34.39,10.841
Lee_random,U041608_0380_002.txt,Durasevic2025,64033.0,39272.6,63.05,9.554
Lee_random,U041608_0380_002.txt,NearestStack,90342.5,39272.6,130.04,3.204
Lee_random,U041608_0380_002.txt,LowestHeight,85674.4,39272.6,118.15,2.355
Lee_random,U061606_0430_001.txt,OriginalModel,49420.9,46704.5,5.82,8.614
Lee_random,U061606_0430_001.txt,ZeroShot,48735.6,46704.5,4.35,14.684
Lee_random,U061606_0430_001.txt,Lin2015,58948.1,46704.5,26.22,6.537
Lee_random,U061606_0430_001.txt,Kim2016,68752.0,46704.5,47.21,5.899
Lee_random,U061606_0430_001.txt,Leveling,55718.8,46704.5,19.3,11.837
Lee_random,U061606_0430_001.txt,Durasevic2025,69294.1,46704.5,48.37,7.241
Lee_random,U061606_0430_001.txt,NearestStack,89506.2,46704.5,91.64,2.695
Lee_random,U061606_0430_001.txt,LowestHeight,86630.8,46704.5,85.49,2.27
Lee_random,U061606_0430_002.txt,OriginalModel,48766.6,45977.8,6.07,14.499
Lee_random,U061606_0430_002.txt,ZeroShot,48537.2,45977.8,5.57,10.535
Lee_random,U061606_0430_002.txt,Lin2015,57337.6,45977.8,24.71,7.695
Lee_random,U061606_0430_002.txt,Kim2016,65011.4,45977.8,41.4,5.27
Lee_random,U061606_0430_002.txt,Leveling,54831.4,45977.8,19.26,11.511
Lee_random,U061606_0430_002.txt,Durasevic2025,67848.1,45977.8,47.57,6.839
Lee_random,U061606_0430_002.txt,NearestStack,81463.9,45977.8,77.18,2.413
Lee_random,U061606_0430_002.txt,LowestHeight,84601.0,45977.8,84.0,2.262
Lee_random,U061608_0570_001.txt,OriginalModel,68793.8,62023.6,10.92,18.603
Lee_random,U061608_0570_001.txt,ZeroShot,68323.9,62023.6,10.16,17.828
Lee_random,U061608_0570_001.txt,Lin2015,79382.7,62023.6,27.99,12.321
Lee_random,U061608_0570_001.txt,Kim2016,97081.0,62023.6,56.52,8.731
Lee_random,U061608_0570_001.txt,Leveling,78635.2,62023.6,26.78,19.586
Lee_random,U061608_0570_001.txt,Durasevic2025,95898.3,62023.6,54.62,11.67
Lee_random,U061608_0570_001.txt,NearestStack,133709.8,62023.6,115.58,6.962
Lee_random,U061608_0570_001.txt,LowestHeight,132428.6,62023.6,113.51,8.416
Lee_random,U061608_0570_002.txt,OriginalModel,68978.6,62080.0,11.11,24.547
Lee_random,U061608_0570_002.txt,ZeroShot,68204.9,62080.0,9.87,14.029
Lee_random,U061608_0570_002.txt,Lin2015,85288.5,62080.0,37.38,6.815
Lee_random,U061608_0570_002.txt,Kim2016,100178.6,62080.0,61.37,9.512
Lee_random,U061608_0570_002.txt,Leveling,80584.1,62080.0,29.81,23.444
Lee_random,U061608_0570_002.txt,Durasevic2025,98435.3,62080.0,58.56,19.726
Lee_random,U061608_0570_002.txt,NearestStack,138601.1,62080.0,123.26,12.276
Lee_random,U061608_0570_002.txt,LowestHeight,137599.5,62080.0,121.65,3.792
Lee_random,U081606_0570_001.txt,OriginalModel,66863.9,63535.5,5.24,13.658
Lee_random,U081606_0570_001.txt,ZeroShot,65756.6,63535.5,3.5,21.004
Lee_random,U081606_0570_001.txt,Lin2015,75358.7,63535.5,18.61,14.868
Lee_random,U081606_0570_001.txt,Kim2016,92024.2,63535.5,44.84,8.746
Lee_random,U081606_0570_001.txt,Leveling,73665.9,63535.5,15.94,13.719
Lee_random,U081606_0570_001.txt,Durasevic2025,93127.6,63535.5,46.58,4.989
Lee_random,U081606_0570_001.txt,NearestStack,119284.5,63535.5,87.74,1.618
Lee_random,U081606_0570_001.txt,LowestHeight,114703.2,63535.5,80.53,1.315
Lee_random,U081606_0570_002.txt,OriginalModel,67141.5,63783.9,5.26,5.644
Lee_random,U081606_0570_002.txt,ZeroShot,66574.2,63783.9,4.37,5.873
Lee_random,U081606_0570_002.txt,Lin2015,78655.2,63783.9,23.32,5.18
Lee_random,U081606_0570_002.txt,Kim2016,92983.1,63783.9,45.78,3.679
Lee_random,U081606_0570_002.txt,Leveling,74101.5,63783.9,16.18,7.45
Lee_random,U081606_0570_002.txt,Durasevic2025,93763.4,63783.9,47.0,8.94
Lee_random,U081606_0570_002.txt,NearestStack,111112.1,63783.9,74.2,3.2
Lee_random,U081606_0570_002.txt,LowestHeight,118739.6,63783.9,86.16,3.14
Lee_random,U101606_0720_001.txt,OriginalModel,88997.0,83976.4,5.98,19.695
Lee_random,U101606_0720_001.txt,ZeroShot,88172.8,83976.4,5.0,16.57
Lee_random,U101606_0720_001.txt,Lin2015,100967.8,83976.4,20.23,25.603
Lee_random,U101606_0720_001.txt,Kim2016,122825.5,83976.4,46.26,18.509
Lee_random,U101606_0720_001.txt,Leveling,98891.3,83976.4,17.76,30.378
Lee_random,U101606_0720_001.txt,Durasevic2025,121630.7,83976.4,44.84,16.925
Lee_random,U101606_0720_001.txt,NearestStack,156025.9,83976.4,85.8,4.406
Lee_random,U101606_0720_001.txt,LowestHeight,158415.0,83976.4,88.64,4.34
Lee_random,U101606_0720_002.txt,OriginalModel,86703.8,82196.0,5.48,15.519
Lee_random,U101606_0720_002.txt,ZeroShot,86091.5,82196.0,4.74,21.627
Lee_random,U101606_0720_002.txt,Lin2015,100752.4,82196.0,22.58,14.655
Lee_random,U101606_0720_002.txt,Kim2016,122174.2,82196.0,48.64,12.85
Lee_random,U101606_0720_002.txt,Leveling,94430.0,82196.0,14.88,29.553
Lee_random,U101606_0720_002.txt,Durasevic2025,116860.9,82196.0,42.17,10.96
Lee_random,U101606_0720_002.txt,NearestStack,152446.2,82196.0,85.47,2.343
Lee_random,U101606_0720_002.txt,LowestHeight,151552.2,82196.0,84.38,2.07
Lee_upsidedown,R011606_0070_001.txt,OriginalModel,5396.4,5239.2,3.0,0.631
Lee_upsidedown,R011606_0070_001.txt,ZeroShot,5320.8,5239.2,1.56,0.734
Lee_upsidedown,R011606_0070_001.txt,Lin2015,5623.2,5239.2,7.33,0.242
Lee_upsidedown,R011606_0070_001.txt,Kim2016,5967.6,5239.2,13.9,0.238
Lee_upsidedown,R011606_0070_001.txt,Leveling,6274.8,5239.2,19.77,0.293
Lee_upsidedown,R011606_0070_001.txt,Durasevic2025,6000.0,5239.2,14.52,0.285
Lee_upsidedown,R011606_0070_001.txt,NearestStack,7002.0,5239.2,33.65,0.174
Lee_upsidedown,R011606_0070_001.txt,LowestHeight,6225.6,5239.2,18.83,0.125
Lee_upsidedown,R011606_0070_002.txt,OriginalModel,5575.2,5182.8,7.57,0.588
Lee_upsidedown,R011606_0070_002.txt,ZeroShot,5528.4,5182.8,6.67,0.588
Lee_upsidedown,R011606_0070_002.txt,Lin2015,5720.4,5182.8,10.37,0.244
Lee_upsidedown,R011606_0070_002.txt,Kim2016,5947.2,5182.8,14.75,0.221
Lee_upsidedown,R011606_0070_002.txt,Leveling,6584.4,5182.8,27.04,0.265
Lee_upsidedown,R011606_0070_002.txt,Durasevic2025,5965.2,5182.8,15.1,0.268
Lee_upsidedown,R011606_0070_002.txt,NearestStack,7075.2,5182.8,36.51,0.171
Lee_upsidedown,R011606_0070_002.txt,LowestHeight,6423.6,5182.8,23.94,0.126
Lee_upsidedown,R011608_0090_001.txt,OriginalModel,7654.8,6931.2,10.44,0.779
Lee_upsidedown,R011608_0090_001.txt,ZeroShot,7611.6,6931.2,9.82,0.942
Lee_upsidedown,R011608_0090_001.txt,Lin2015,7467.6,6931.2,7.74,0.332
Lee_upsidedown,R011608_0090_001.txt,Kim2016,8426.4,6931.2,21.57,0.37
Lee_upsidedown,R011608_0090_001.txt,Leveling,8714.4,6931.2,25.73,0.401
Lee_upsidedown,R011608_0090_001.txt,Durasevic2025,7888.8,6931.2,13.82,0.362
Lee_upsidedown,R011608_0090_001.txt,NearestStack,8646.0,6931.2,24.74,0.203
Lee_upsidedown,R011608_0090_001.txt,LowestHeight,8426.4,6931.2,21.57,0.188
Lee_upsidedown,R011608_0090_002.txt,OriginalModel,7809.6,7027.2,11.13,0.856
Lee_upsidedown,R011608_0090_002.txt,ZeroShot,7767.6,7027.2,10.54,0.955
Lee_upsidedown,R011608_0090_002.txt,Lin2015,7903.2,7027.2,12.47,0.318
Lee_upsidedown,R011608_0090_002.txt,Kim2016,8538.0,7027.2,21.5,0.309
Lee_upsidedown,R011608_0090_002.txt,Leveling,8785.2,7027.2,25.02,0.402
Lee_upsidedown,R011608_0090_002.txt,Durasevic2025,8098.8,7027.2,15.25,0.375
Lee_upsidedown,R011608_0090_002.txt,NearestStack,9430.8,7027.2,34.2,0.235
Lee_upsidedown,R011608_0090_002.txt,LowestHeight,9236.4,7027.2,31.44,0.188
Lee_upsidedown,R021606_0140_001.txt,OriginalModel,14110.2,13449.0,4.92,1.375
Lee_upsidedown,R021606_0140_001.txt,ZeroShot,13946.4,13449.0,3.7,1.307
Lee_upsidedown,R021606_0140_001.txt,Lin2015,15359.4,13449.0,14.2,0.607
Lee_upsidedown,R021606_0140_001.txt,Kim2016,18708.3,13449.0,39.11,0.551
Lee_upsidedown,R021606_0140_001.txt,Leveling,15425.4,13449.0,14.7,0.746
Lee_upsidedown,R021606_0140_001.txt,Durasevic2025,23679.9,13449.0,76.07,0.684
Lee_upsidedown,R021606_0140_001.txt,NearestStack,21838.8,13449.0,62.38,0.346
Lee_upsidedown,R021606_0140_001.txt,LowestHeight,20737.5,13449.0,54.19,0.273
Lee_upsidedown,R021606_0140_002.txt,OriginalModel,14238.3,13620.3,4.54,1.226
Lee_upsidedown,R021606_0140_002.txt,ZeroShot,14062.5,13620.3,3.25,1.244
Lee_upsidedown,R021606_0140_002.txt,Lin2015,16091.7,13620.3,18.15,0.597
Lee_upsidedown,R021606_0140_002.txt,Kim2016,19368.9,13620.3,42.21,0.614
Lee_upsidedown,R021606_0140_002.txt,Leveling,15603.9,13620.3,14.56,0.767
Lee_upsidedown,R021606_0140_002.txt,Durasevic2025,23304.0,13620.3,71.1,0.728
Lee_upsidedown,R021606_0140_002.txt,NearestStack,22351.2,13620.3,64.1,0.383
Lee_upsidedown,R021606_0140_002.txt,LowestHeight,21143.1,13620.3,55.23,0.262
Lee_upsidedown,R021608_0190_001.txt,OriginalModel,19866.3,18648.3,6.53,2.06
Lee_upsidedown,R021608_0190_001.txt,ZeroShot,19652.1,18648.3,5.38,1.889
Lee_upsidedown,R021608_0190_001.txt,Lin2015,23560.5,18648.3,26.34,0.97
Lee_upsidedown,R021608_0190_001.txt,Kim2016,28005.9,18648.3,50.18,0.832
Lee_upsidedown,R021608_0190_001.txt,Leveling,22482.3,18648.3,20.56,1.254
Lee_upsidedown,R021608_0190_001.txt,Durasevic2025,32031.0,18648.3,71.76,0.986
Lee_upsidedown,R021608_0190_001.txt,NearestStack,33471.6,18648.3,79.49,0.61
Lee_upsidedown,R021608_0190_001.txt,LowestHeight,32228.1,18648.3,72.82,0.436
Lee_upsidedown,R021608_0190_002.txt,OriginalModel,19757.1,18241.5,8.31,1.999
Lee_upsidedown,R021608_0190_002.txt,ZeroShot,19579.2,18241.5,7.33,2.16
Lee_upsidedown,R021608_0190_002.txt,Lin2015,24017.1,18241.5,31.66,1.02
Lee_upsidedown,R021608_0190_002.txt,Kim2016,28915.8,18241.5,58.52,0.907
Lee_upsidedown,R021608_0190_002.txt,Leveling,23390.7,18241.5,28.23,2.648
Lee_upsidedown,R021608_0190_002.txt,Durasevic2025,33014.7,18241.5,80.99,3.231
Lee_upsidedown,R021608_0190_002.txt,NearestStack,36241.2,18241.5,98.67,1.389
Lee_upsidedown,R021608_0190_002.txt,LowestHeight,33354.0,18241.5,82.85,2.902
Lee_upsidedown,R041606_0280_001.txt,OriginalModel,31450.2,30541.8,2.97,6.549
Lee_upsidedown,R041606_0280_001.txt,ZeroShot,30965.0,30541.8,1.39,6.277
Lee_upsidedown,R041606_0280_001.txt,Lin2015,38589.5,30541.8,26.35,9.313
Lee_upsidedown,R041606_0280_001.txt,Kim2016,48216.2,30541.8,57.87,4.15
Lee_upsidedown,R041606_0280_001.txt,Leveling,35183.4,30541.8,15.2,6.845
Lee_upsidedown,R041606_0280_001.txt,Durasevic2025,51366.7,30541.8,68.18,5.2
Lee_upsidedown,R041606_0280_001.txt,NearestStack,56805.5,30541.8,85.99,1.842
Lee_upsidedown,R041606_0280_001.txt,LowestHeight,52188.9,30541.8,70.88,2.081
Lee_upsidedown,R041606_0280_002.txt,OriginalModel,31838.2,30470.2,4.49,6.636
Lee_upsidedown,R041606_0280_002.txt,ZeroShot,31682.7,30470.2,3.98,7.153
Lee_upsidedown,R041606_0280_002.txt,Lin2015,39628.8,30470.2,30.06,3.909
Lee_upsidedown,R041606_0280_002.txt,Kim2016,46464.9,30470.2,52.49,5.189
Lee_upsidedown,R041606_0280_002.txt,Leveling,34763.8,30470.2,14.09,6.429
Lee_upsidedown,R041606_0280_002.txt,Durasevic2025,50429.7,30470.2,65.51,4.541
Lee_upsidedown,R041606_0280_002.txt,NearestStack,55517.9,30470.2,82.2,1.841
Lee_upsidedown,R041606_0280_002.txt,LowestHeight,52968.3,30470.2,73.84,1.514
Lee_upsidedown,R041608_0380_001.txt,OriginalModel,45800.3,43109.9,6.24,13.242
